model_name,fold,run,criterion,num_trees,with_title,with_keywords,nb_added_negs,f1,recall,precision,accuracy,roc_auc,AP,MCC,NDCG,kappa,TN,FP,FN,TP
Random Forest,2,1,entropy,700,True,False,500,0.8269794721407625,0.903846153846154,0.7621621621621621,0.7434782608695653,{},{},0.3641647758465051,{},0.3447609850313857,30.0,44.0,15.0,141.0
Random Forest,3,1,entropy,700,True,False,500,0.8012232415902141,0.8397435897435898,0.7660818713450293,0.717391304347826,{},{},0.3200516814414061,{},0.3160398938603714,34.0,40.0,25.0,131.0
Random Forest,4,1,entropy,700,True,False,500,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7913043478260869,{},{},0.5218295218295218,{},0.5218295218295219,50.0,24.0,24.0,132.0
Random Forest,5,1,entropy,700,True,False,500,0.7654320987654321,0.8,0.7337278106508875,0.6695652173913044,{},{},0.2123822447095859,{},0.210122006326254,30.0,45.0,31.0,124.0
Random Forest,1,1,log_loss,800,True,False,500,0.805111821086262,0.8076923076923077,0.802547770700637,0.7347826086956522,{},{},0.3901785881753791,{},0.3901590889333217,43.0,31.0,30.0,126.0
Random Forest,2,1,log_loss,800,True,False,500,0.8245614035087719,0.903846153846154,0.7580645161290323,0.7391304347826086,{},{},0.3512388506751053,{},0.3310063990692263,29.0,45.0,15.0,141.0
Random Forest,3,1,log_loss,800,True,False,500,0.8048780487804879,0.8461538461538461,0.7674418604651163,0.7217391304347827,{},{},0.3287548716870265,{},0.3240264511388685,34.0,40.0,24.0,132.0
Random Forest,4,1,log_loss,800,True,False,500,0.8434504792332268,0.8461538461538461,0.8407643312101911,0.7869565217391304,{},{},0.5101532877480225,{},0.5101277927497174,49.0,25.0,24.0,132.0
Random Forest,5,1,log_loss,800,True,False,500,0.7730061349693251,0.8129032258064516,0.7368421052631579,0.6782608695652174,{},{},0.2285360208868525,{},0.2253072371415566,30.0,45.0,29.0,126.0
Random Forest,1,1,gini,800,True,False,500,0.8,0.8076923076923077,0.7924528301886793,0.7260869565217392,{},{},0.3658091753777856,{},0.3656422379826635,41.0,33.0,30.0,126.0
Random Forest,2,1,gini,800,True,False,500,0.8152492668621701,0.8910256410256411,0.7513513513513513,0.7260869565217392,{},{},0.3172415834405129,{},0.300338000965717,28.0,46.0,17.0,139.0
Random Forest,3,1,gini,800,True,False,500,0.8263473053892215,0.8846153846153846,0.7752808988764045,0.7478260869565218,{},{},0.3842548942483513,{},0.3732381131366284,34.0,40.0,18.0,138.0
Random Forest,4,1,gini,800,True,False,500,0.84472049689441,0.8717948717948718,0.8192771084337349,0.782608695652174,{},{},0.4861640722850737,{},0.4835638584515896,44.0,30.0,20.0,136.0
Random Forest,5,1,gini,800,True,False,500,0.78419452887538,0.832258064516129,0.7413793103448276,0.691304347826087,{},{},0.2536872529523384,{},0.2485043718361712,30.0,45.0,26.0,129.0
Random Forest,1,1,entropy,800,True,False,500,0.805111821086262,0.8076923076923077,0.802547770700637,0.7347826086956522,{},{},0.3901785881753791,{},0.3901590889333217,43.0,31.0,30.0,126.0
Random Forest,2,1,entropy,800,True,False,500,0.8245614035087719,0.903846153846154,0.7580645161290323,0.7391304347826086,{},{},0.3512388506751053,{},0.3310063990692263,29.0,45.0,15.0,141.0
Random Forest,3,1,entropy,800,True,False,500,0.8048780487804879,0.8461538461538461,0.7674418604651163,0.7217391304347827,{},{},0.3287548716870265,{},0.3240264511388685,34.0,40.0,24.0,132.0
Random Forest,4,1,entropy,800,True,False,500,0.8434504792332268,0.8461538461538461,0.8407643312101911,0.7869565217391304,{},{},0.5101532877480225,{},0.5101277927497174,49.0,25.0,24.0,132.0
Random Forest,5,1,entropy,800,True,False,500,0.7730061349693251,0.8129032258064516,0.7368421052631579,0.6782608695652174,{},{},0.2285360208868525,{},0.2253072371415566,30.0,45.0,29.0,126.0
Random Forest,1,1,log_loss,900,True,False,500,0.805111821086262,0.8076923076923077,0.802547770700637,0.7347826086956522,{},{},0.3901785881753791,{},0.3901590889333217,43.0,31.0,30.0,126.0
Random Forest,2,1,log_loss,900,True,False,500,0.8221574344023324,0.903846153846154,0.7540106951871658,0.7347826086956522,{},{},0.3381566168562019,{},0.3171420227781563,28.0,46.0,15.0,141.0
Random Forest,3,1,log_loss,900,True,False,500,0.8121212121212121,0.8589743589743589,0.7701149425287356,0.7304347826086957,{},{},0.3466001178351874,{},0.3401813807144179,34.0,40.0,22.0,134.0
Random Forest,4,1,log_loss,900,True,False,500,0.8434504792332268,0.8461538461538461,0.8407643312101911,0.7869565217391304,{},{},0.5101532877480225,{},0.5101277927497174,49.0,25.0,24.0,132.0
Random Forest,5,1,log_loss,900,True,False,500,0.7753846153846153,0.8129032258064516,0.7411764705882353,0.6826086956521739,{},{},0.2415233822435341,{},0.238548752834467,31.0,44.0,29.0,126.0
Random Forest,1,1,gini,900,True,False,500,0.8,0.8076923076923077,0.7924528301886793,0.7260869565217392,{},{},0.3658091753777856,{},0.3656422379826635,41.0,33.0,30.0,126.0
Random Forest,2,1,gini,900,True,False,500,0.8211143695014663,0.8974358974358975,0.7567567567567568,0.7347826086956522,{},{},0.340703179643509,{},0.3225494929985514,29.0,45.0,16.0,140.0
Random Forest,3,1,gini,900,True,False,500,0.8238805970149253,0.8846153846153846,0.770949720670391,0.7434782608695653,{},{},0.3717222895612954,{},0.359966040939534,33.0,41.0,18.0,138.0
Random Forest,4,1,gini,900,True,False,500,0.8421052631578947,0.8717948717948718,0.8143712574850299,0.7782608695652173,{},{},0.4743827731465141,{},0.471288199765618,43.0,31.0,20.0,136.0
Random Forest,5,1,gini,900,True,False,500,0.7818181818181819,0.832258064516129,0.7371428571428571,0.6869565217391305,{},{},0.2405974038486775,{},0.2351039260969977,29.0,46.0,26.0,129.0
Random Forest,1,1,entropy,900,True,False,500,0.805111821086262,0.8076923076923077,0.802547770700637,0.7347826086956522,{},{},0.3901785881753791,{},0.3901590889333217,43.0,31.0,30.0,126.0
Random Forest,2,1,entropy,900,True,False,500,0.8221574344023324,0.903846153846154,0.7540106951871658,0.7347826086956522,{},{},0.3381566168562019,{},0.3171420227781563,28.0,46.0,15.0,141.0
Random Forest,3,1,entropy,900,True,False,500,0.8121212121212121,0.8589743589743589,0.7701149425287356,0.7304347826086957,{},{},0.3466001178351874,{},0.3401813807144179,34.0,40.0,22.0,134.0
Random Forest,4,1,entropy,900,True,False,500,0.8434504792332268,0.8461538461538461,0.8407643312101911,0.7869565217391304,{},{},0.5101532877480225,{},0.5101277927497174,49.0,25.0,24.0,132.0
Random Forest,5,1,entropy,900,True,False,500,0.7753846153846153,0.8129032258064516,0.7411764705882353,0.6826086956521739,{},{},0.2415233822435341,{},0.238548752834467,31.0,44.0,29.0,126.0
Random Forest,1,1,log_loss,1000,True,False,500,0.8012820512820513,0.8012820512820513,0.8012820512820513,0.7304347826086957,{},{},0.3823631323631323,{},0.3823631323631323,43.0,31.0,31.0,125.0
Random Forest,2,1,log_loss,1000,True,False,500,0.8211143695014663,0.8974358974358975,0.7567567567567568,0.7347826086956522,{},{},0.340703179643509,{},0.3225494929985514,29.0,45.0,16.0,140.0
Random Forest,3,1,log_loss,1000,True,False,500,0.8048780487804879,0.8461538461538461,0.7674418604651163,0.7217391304347827,{},{},0.3287548716870265,{},0.3240264511388685,34.0,40.0,24.0,132.0
Random Forest,4,1,log_loss,1000,True,False,500,0.842443729903537,0.8397435897435898,0.8451612903225807,0.7869565217391304,{},{},0.513620472345526,{},0.5135951661631419,50.0,24.0,25.0,131.0
Random Forest,5,1,log_loss,1000,True,False,500,0.7767584097859327,0.8193548387096774,0.7383720930232558,0.6826086956521739,{},{},0.2367911569205184,{},0.2329830973047053,30.0,45.0,28.0,127.0
Random Forest,1,1,gini,1000,True,False,500,0.8,0.8076923076923077,0.7924528301886793,0.7260869565217392,{},{},0.3658091753777856,{},0.3656422379826635,41.0,33.0,30.0,126.0
