,model_name,fold,criterion,num_trees,run,with_title,with_keywords,f1,recall,precision,accuracy,AP,MCC,NDCG,kappa,TN,FP,FN,TP
0,Random Forest,3,entropy,800,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
0,Random Forest,1,log_loss,900,0,True,False,0.7783783783783784,0.7346938775510204,0.8275862068965517,0.6917293233082706,{},0.28340251298278984,{},0.2780352177942539,20.0,15.0,26.0,72.0
0,Random Forest,2,log_loss,900,0,True,False,0.7303370786516854,0.6632653061224489,0.8125,0.6363636363636364,{},0.1987616338487403,{},0.1893551688843399,19.0,15.0,33.0,65.0
0,Random Forest,3,log_loss,900,0,True,False,0.7100591715976331,0.6185567010309279,0.8333333333333334,0.6287878787878788,{},0.24440725085599802,{},0.22446043165467633,23.0,12.0,37.0,60.0
0,Random Forest,1,log_loss,900,1,True,False,0.7875647668393783,0.7755102040816326,0.8,0.6917293233082706,{},0.2267786838055363,{},0.2264150943396226,16.0,19.0,22.0,76.0
0,Random Forest,2,log_loss,900,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
0,Random Forest,3,log_loss,900,1,True,False,0.7317073170731707,0.6185567010309279,0.8955223880597015,0.6666666666666666,{},0.36955587338192697,{},0.3285549132947977,28.0,7.0,37.0,60.0
0,Random Forest,1,gini,900,0,True,False,0.8125,0.7959183673469388,0.8297872340425532,0.7293233082706767,{},0.3276897354201252,{},0.32677165354330706,19.0,16.0,20.0,78.0
0,Random Forest,2,gini,900,0,True,False,0.7675675675675676,0.7244897959183674,0.8160919540229885,0.6742424242424242,{},0.23423510489416483,{},0.2296416938110748,18.0,16.0,27.0,71.0
0,Random Forest,3,gini,900,0,True,False,0.7570621468926554,0.6907216494845361,0.8375,0.6742424242424242,{},0.28844480900093017,{},0.2763895971443141,22.0,13.0,30.0,67.0
0,Random Forest,1,gini,900,1,True,False,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.6992481203007519,{},0.22448979591836735,{},0.22448979591836737,15.0,20.0,20.0,78.0
0,Random Forest,2,gini,900,1,True,False,0.7675675675675676,0.7244897959183674,0.8160919540229885,0.6742424242424242,{},0.23423510489416483,{},0.2296416938110748,18.0,16.0,27.0,71.0
0,Random Forest,3,gini,900,1,True,False,0.7441860465116279,0.6597938144329897,0.8533333333333334,0.6666666666666666,{},0.3079002654170975,{},0.2877115526122148,24.0,11.0,33.0,64.0
0,Random Forest,1,entropy,900,0,True,False,0.7783783783783784,0.7346938775510204,0.8275862068965517,0.6917293233082706,{},0.28340251298278984,{},0.2780352177942539,20.0,15.0,26.0,72.0
0,Random Forest,2,entropy,900,0,True,False,0.7303370786516854,0.6632653061224489,0.8125,0.6363636363636364,{},0.1987616338487403,{},0.1893551688843399,19.0,15.0,33.0,65.0
0,Random Forest,3,entropy,900,0,True,False,0.7100591715976331,0.6185567010309279,0.8333333333333334,0.6287878787878788,{},0.24440725085599802,{},0.22446043165467633,23.0,12.0,37.0,60.0
0,Random Forest,1,entropy,900,1,True,False,0.7875647668393783,0.7755102040816326,0.8,0.6917293233082706,{},0.2267786838055363,{},0.2264150943396226,16.0,19.0,22.0,76.0
0,Random Forest,2,entropy,900,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
0,Random Forest,3,entropy,900,1,True,False,0.7317073170731707,0.6185567010309279,0.8955223880597015,0.6666666666666666,{},0.36955587338192697,{},0.3285549132947977,28.0,7.0,37.0,60.0
0,Random Forest,1,log_loss,1000,0,True,False,0.7717391304347826,0.7244897959183674,0.8255813953488372,0.6842105263157895,{},0.2725968466179174,{},0.26654411764705876,20.0,15.0,27.0,71.0
0,Random Forest,2,log_loss,1000,0,True,False,0.7231638418079096,0.6530612244897959,0.810126582278481,0.6287878787878788,{},0.1890169383271366,{},0.17918781725888333,19.0,15.0,34.0,64.0
0,Random Forest,3,log_loss,1000,0,True,False,0.7218934911242604,0.6288659793814433,0.8472222222222222,0.6439393939393939,{},0.27887494007927977,{},0.2561151079136691,24.0,11.0,36.0,61.0
0,Random Forest,1,log_loss,1000,1,True,False,0.7875647668393783,0.7755102040816326,0.8,0.6917293233082706,{},0.2267786838055363,{},0.2264150943396226,16.0,19.0,22.0,76.0
0,Random Forest,2,log_loss,1000,1,True,False,0.770949720670391,0.7040816326530612,0.8518518518518519,0.6893939393939394,{},0.31535939073382924,{},0.30185758513931893,22.0,12.0,29.0,69.0
0,Random Forest,3,log_loss,1000,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
0,Random Forest,1,gini,1000,0,True,False,0.8082901554404145,0.7959183673469388,0.8210526315789474,0.7218045112781954,{},0.30237157840738177,{},0.30188679245283023,18.0,17.0,20.0,78.0
0,Random Forest,2,gini,1000,0,True,False,0.7675675675675676,0.7244897959183674,0.8160919540229885,0.6742424242424242,{},0.23423510489416483,{},0.2296416938110748,18.0,16.0,27.0,71.0
0,Random Forest,3,gini,1000,0,True,False,0.7613636363636364,0.6907216494845361,0.8481012658227848,0.6818181818181818,{},0.31324094670379843,{},0.29876043511257266,23.0,12.0,30.0,67.0
0,Random Forest,1,gini,1000,1,True,False,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.6992481203007519,{},0.22448979591836735,{},0.22448979591836737,15.0,20.0,20.0,78.0
0,Random Forest,2,gini,1000,1,True,False,0.7741935483870968,0.7346938775510204,0.8181818181818182,0.6818181818181818,{},0.24499797877501261,{},0.24096385542168663,18.0,16.0,26.0,72.0
0,Random Forest,3,gini,1000,1,True,False,0.7471264367816092,0.6701030927835051,0.8441558441558441,0.6666666666666666,{},0.29299989336713006,{},0.27671232876712326,23.0,12.0,32.0,65.0
0,Random Forest,1,entropy,1000,0,True,False,0.7717391304347826,0.7244897959183674,0.8255813953488372,0.6842105263157895,{},0.2725968466179174,{},0.26654411764705876,20.0,15.0,27.0,71.0
0,Random Forest,2,entropy,1000,0,True,False,0.7231638418079096,0.6530612244897959,0.810126582278481,0.6287878787878788,{},0.1890169383271366,{},0.17918781725888333,19.0,15.0,34.0,64.0
0,Random Forest,3,entropy,1000,0,True,False,0.7218934911242604,0.6288659793814433,0.8472222222222222,0.6439393939393939,{},0.27887494007927977,{},0.2561151079136691,24.0,11.0,36.0,61.0
0,Random Forest,1,entropy,1000,1,True,False,0.7875647668393783,0.7755102040816326,0.8,0.6917293233082706,{},0.2267786838055363,{},0.2264150943396226,16.0,19.0,22.0,76.0
0,Random Forest,2,entropy,1000,1,True,False,0.770949720670391,0.7040816326530612,0.8518518518518519,0.6893939393939394,{},0.31535939073382924,{},0.30185758513931893,22.0,12.0,29.0,69.0
0,Random Forest,3,entropy,1000,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
