,model_name,fold,criterion,num_trees,run,with_title,with_keywords,f1,recall,precision,accuracy,AP,MCC,NDCG,kappa,TN,FP,FN,TP
0,Random Forest,1,gini,500,1,True,False,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.6992481203007519,{},0.22448979591836735,{},0.22448979591836737,15.0,20.0,20.0,78.0
0,Random Forest,2,gini,500,1,True,False,0.7891891891891892,0.7448979591836735,0.8390804597701149,0.7045454545454546,{},0.3073297475561737,{},0.3013029315960911,20.0,14.0,25.0,73.0
0,Random Forest,3,gini,500,1,True,False,0.7441860465116279,0.6597938144329897,0.8533333333333334,0.6666666666666666,{},0.3079002654170975,{},0.2877115526122148,24.0,11.0,33.0,64.0
0,Random Forest,1,entropy,500,0,True,False,0.7741935483870968,0.7346938775510204,0.8181818181818182,0.6842105263157895,{},0.25831063997517933,{},0.25420560747663545,19.0,16.0,26.0,72.0
0,Random Forest,2,entropy,500,0,True,False,0.7093023255813954,0.6224489795918368,0.8243243243243243,0.6212121212121212,{},0.21154737171179186,{},0.19512195121951226,21.0,13.0,37.0,61.0
0,Random Forest,3,entropy,500,0,True,False,0.7294117647058823,0.6391752577319587,0.8493150684931506,0.6515151515151515,{},0.2884484351656736,{},0.2664894902150279,24.0,11.0,35.0,62.0
0,Random Forest,1,entropy,500,1,True,False,0.78125,0.7653061224489796,0.7978723404255319,0.6842105263157895,{},0.21516976602887739,{},0.21456692913385822,16.0,19.0,23.0,75.0
0,Random Forest,2,entropy,500,1,True,False,0.7555555555555555,0.6938775510204082,0.8292682926829268,0.6666666666666666,{},0.25432170640494856,{},0.24453694068678467,20.0,14.0,30.0,68.0
0,Random Forest,3,entropy,500,1,True,False,0.7469879518072289,0.6391752577319587,0.8985507246376812,0.6818181818181818,{},0.3881172397387924,{},0.3497536945812808,28.0,7.0,35.0,62.0
0,Random Forest,1,log_loss,600,0,True,False,0.7717391304347826,0.7244897959183674,0.8255813953488372,0.6842105263157895,{},0.2725968466179174,{},0.26654411764705876,20.0,15.0,27.0,71.0
0,Random Forest,2,log_loss,600,0,True,False,0.7241379310344828,0.6428571428571429,0.8289473684210527,0.6363636363636364,{},0.23049760605134334,{},0.21506442021803773,21.0,13.0,35.0,63.0
0,Random Forest,3,log_loss,600,0,True,False,0.7142857142857143,0.6185567010309279,0.8450704225352113,0.6363636363636364,{},0.2693930208851756,{},0.24589383480123783,24.0,11.0,37.0,60.0
0,Random Forest,1,log_loss,600,1,True,False,0.7684210526315789,0.7448979591836735,0.7934782608695652,0.6691729323308271,{},0.19266389348329804,{},0.1914893617021276,16.0,19.0,25.0,73.0
0,Random Forest,2,log_loss,600,1,True,False,0.7624309392265194,0.7040816326530612,0.8313253012048193,0.6742424242424242,{},0.26458753137515917,{},0.2555089192025183,20.0,14.0,29.0,69.0
0,Random Forest,3,log_loss,600,1,True,False,0.7469879518072289,0.6391752577319587,0.8985507246376812,0.6818181818181818,{},0.3881172397387924,{},0.3497536945812808,28.0,7.0,35.0,62.0
0,Random Forest,1,gini,600,0,True,False,0.7958115183246073,0.7755102040816326,0.8172043010752689,0.706766917293233,{},0.27827093959271526,{},0.27707317073170734,18.0,17.0,22.0,76.0
0,Random Forest,2,gini,600,0,True,False,0.7582417582417582,0.7040816326530612,0.8214285714285714,0.6666666666666666,{},0.23899639386806937,{},0.2317460317460317,19.0,15.0,29.0,69.0
0,Random Forest,3,gini,600,0,True,False,0.7613636363636364,0.6907216494845361,0.8481012658227848,0.6818181818181818,{},0.31324094670379843,{},0.29876043511257266,23.0,12.0,30.0,67.0
0,Random Forest,1,gini,600,1,True,False,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.6992481203007519,{},0.22448979591836735,{},0.22448979591836737,15.0,20.0,20.0,78.0
0,Random Forest,2,gini,600,1,True,False,0.7849462365591398,0.7448979591836735,0.8295454545454546,0.696969696969697,{},0.2817476755912645,{},0.27710843373493965,19.0,15.0,25.0,73.0
0,Random Forest,3,gini,600,1,True,False,0.7558139534883721,0.6701030927835051,0.8666666666666667,0.6818181818181818,{},0.3425488886353898,{},0.3200883002207505,25.0,10.0,32.0,65.0
0,Random Forest,1,entropy,600,0,True,False,0.7717391304347826,0.7244897959183674,0.8255813953488372,0.6842105263157895,{},0.2725968466179174,{},0.26654411764705876,20.0,15.0,27.0,71.0
0,Random Forest,2,entropy,600,0,True,False,0.7241379310344828,0.6428571428571429,0.8289473684210527,0.6363636363636364,{},0.23049760605134334,{},0.21506442021803773,21.0,13.0,35.0,63.0
0,Random Forest,3,entropy,600,0,True,False,0.7142857142857143,0.6185567010309279,0.8450704225352113,0.6363636363636364,{},0.2693930208851756,{},0.24589383480123783,24.0,11.0,37.0,60.0
0,Random Forest,1,entropy,600,1,True,False,0.7684210526315789,0.7448979591836735,0.7934782608695652,0.6691729323308271,{},0.19266389348329804,{},0.1914893617021276,16.0,19.0,25.0,73.0
0,Random Forest,2,entropy,600,1,True,False,0.7624309392265194,0.7040816326530612,0.8313253012048193,0.6742424242424242,{},0.26458753137515917,{},0.2555089192025183,20.0,14.0,29.0,69.0
0,Random Forest,3,entropy,600,1,True,False,0.7469879518072289,0.6391752577319587,0.8985507246376812,0.6818181818181818,{},0.3881172397387924,{},0.3497536945812808,28.0,7.0,35.0,62.0
0,Random Forest,1,log_loss,700,0,True,False,0.7741935483870968,0.7346938775510204,0.8181818181818182,0.6842105263157895,{},0.25831063997517933,{},0.25420560747663545,19.0,16.0,26.0,72.0
0,Random Forest,2,log_loss,700,0,True,False,0.7272727272727273,0.6530612244897959,0.8205128205128205,0.6363636363636364,{},0.21461465332263302,{},0.2024169184290031,20.0,14.0,34.0,64.0
0,Random Forest,3,log_loss,700,0,True,False,0.7294117647058823,0.6391752577319587,0.8493150684931506,0.6515151515151515,{},0.2884484351656736,{},0.2664894902150279,24.0,11.0,35.0,62.0
0,Random Forest,1,log_loss,700,1,True,False,0.78125,0.7653061224489796,0.7978723404255319,0.6842105263157895,{},0.21516976602887739,{},0.21456692913385822,16.0,19.0,23.0,75.0
0,Random Forest,2,log_loss,700,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
0,Random Forest,3,log_loss,700,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
0,Random Forest,1,gini,700,0,True,False,0.8125,0.7959183673469388,0.8297872340425532,0.7293233082706767,{},0.3276897354201252,{},0.32677165354330706,19.0,16.0,20.0,78.0
0,Random Forest,2,gini,700,0,True,False,0.7540983606557377,0.7040816326530612,0.8117647058823529,0.6590909090909091,{},0.2132400171578059,{},0.20757737459978642,18.0,16.0,29.0,69.0
0,Random Forest,3,gini,700,0,True,False,0.7586206896551724,0.6804123711340206,0.8571428571428571,0.6818181818181818,{},0.32781176188599703,{},0.30958904109589036,24.0,11.0,31.0,66.0
0,Random Forest,1,gini,700,1,True,False,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.6992481203007519,{},0.22448979591836735,{},0.22448979591836737,15.0,20.0,20.0,78.0
0,Random Forest,2,gini,700,1,True,False,0.7675675675675676,0.7244897959183674,0.8160919540229885,0.6742424242424242,{},0.23423510489416483,{},0.2296416938110748,18.0,16.0,27.0,71.0
0,Random Forest,3,gini,700,1,True,False,0.7586206896551724,0.6804123711340206,0.8571428571428571,0.6818181818181818,{},0.32781176188599703,{},0.30958904109589036,24.0,11.0,31.0,66.0
0,Random Forest,1,entropy,700,0,True,False,0.7741935483870968,0.7346938775510204,0.8181818181818182,0.6842105263157895,{},0.25831063997517933,{},0.25420560747663545,19.0,16.0,26.0,72.0
0,Random Forest,2,entropy,700,0,True,False,0.7272727272727273,0.6530612244897959,0.8205128205128205,0.6363636363636364,{},0.21461465332263302,{},0.2024169184290031,20.0,14.0,34.0,64.0
0,Random Forest,3,entropy,700,0,True,False,0.7294117647058823,0.6391752577319587,0.8493150684931506,0.6515151515151515,{},0.2884484351656736,{},0.2664894902150279,24.0,11.0,35.0,62.0
0,Random Forest,1,entropy,700,1,True,False,0.78125,0.7653061224489796,0.7978723404255319,0.6842105263157895,{},0.21516976602887739,{},0.21456692913385822,16.0,19.0,23.0,75.0
0,Random Forest,2,entropy,700,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
0,Random Forest,3,entropy,700,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
0,Random Forest,1,log_loss,800,0,True,False,0.7783783783783784,0.7346938775510204,0.8275862068965517,0.6917293233082706,{},0.28340251298278984,{},0.2780352177942539,20.0,15.0,26.0,72.0
0,Random Forest,2,log_loss,800,0,True,False,0.7344632768361582,0.6632653061224489,0.8227848101265823,0.6439393939393939,{},0.2243572157480743,{},0.2126903553299493,20.0,14.0,33.0,65.0
0,Random Forest,3,log_loss,800,0,True,False,0.7294117647058823,0.6391752577319587,0.8493150684931506,0.6515151515151515,{},0.2884484351656736,{},0.2664894902150279,24.0,11.0,35.0,62.0
0,Random Forest,1,log_loss,800,1,True,False,0.78125,0.7653061224489796,0.7978723404255319,0.6842105263157895,{},0.21516976602887739,{},0.21456692913385822,16.0,19.0,23.0,75.0
0,Random Forest,2,log_loss,800,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
0,Random Forest,3,log_loss,800,1,True,False,0.7239263803680982,0.6082474226804123,0.8939393939393939,0.6590909090909091,{},0.36041213522368365,{},0.31818181818181823,28.0,7.0,38.0,59.0
0,Random Forest,1,gini,800,0,True,False,0.8020833333333334,0.7857142857142857,0.8191489361702128,0.7142857142857143,{},0.2901830789563759,{},0.2893700787401575,18.0,17.0,21.0,77.0
0,Random Forest,2,gini,800,0,True,False,0.7608695652173914,0.7142857142857143,0.813953488372093,0.6666666666666666,{},0.22365334163559136,{},0.2185145317545747,18.0,16.0,28.0,70.0
0,Random Forest,3,gini,800,0,True,False,0.7613636363636364,0.6907216494845361,0.8481012658227848,0.6818181818181818,{},0.31324094670379843,{},0.29876043511257266,23.0,12.0,30.0,67.0
0,Random Forest,1,gini,800,1,True,False,0.8080808080808081,0.8163265306122449,0.8,0.7142857142857143,{},0.2496751135729437,{},0.24948024948024938,15.0,20.0,18.0,80.0
0,Random Forest,2,gini,800,1,True,False,0.7675675675675676,0.7244897959183674,0.8160919540229885,0.6742424242424242,{},0.23423510489416483,{},0.2296416938110748,18.0,16.0,27.0,71.0
0,Random Forest,3,gini,800,1,True,False,0.7542857142857143,0.6804123711340206,0.8461538461538461,0.6742424242424242,{},0.3030543673565988,{},0.28765060240963847,23.0,12.0,31.0,66.0
0,Random Forest,1,entropy,800,0,True,False,0.7783783783783784,0.7346938775510204,0.8275862068965517,0.6917293233082706,{},0.28340251298278984,{},0.2780352177942539,20.0,15.0,26.0,72.0
0,Random Forest,2,entropy,800,0,True,False,0.7344632768361582,0.6632653061224489,0.8227848101265823,0.6439393939393939,{},0.2243572157480743,{},0.2126903553299493,20.0,14.0,33.0,65.0
0,Random Forest,3,entropy,800,0,True,False,0.7294117647058823,0.6391752577319587,0.8493150684931506,0.6515151515151515,{},0.2884484351656736,{},0.2664894902150279,24.0,11.0,35.0,62.0
0,Random Forest,1,entropy,800,1,True,False,0.78125,0.7653061224489796,0.7978723404255319,0.6842105263157895,{},0.21516976602887739,{},0.21456692913385822,16.0,19.0,23.0,75.0
0,Random Forest,2,entropy,800,1,True,False,0.7597765363128491,0.6938775510204082,0.8395061728395061,0.6742424242424242,{},0.2797803825484741,{},0.2678018575851394,21.0,13.0,30.0,68.0
